id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,ensemble-top3-majority_Value,ensemble-top3-majority_Ref,ensemble-top3-majority_ValCorrect,ensemble-top3-majority_RefScore,ensemble-top3-majority_NACorrect,mistral7b-bench_Value,mistral7b-bench_Ref,mistral7b-bench_ValCorrect,mistral7b-bench_RefScore,mistral7b-bench_NACorrect,mixtral-8x22b-bench_Value,mixtral-8x22b-bench_Ref,mixtral-8x22b-bench_ValCorrect,mixtral-8x22b-bench_RefScore,mixtral-8x22b-bench_NACorrect,mixtral-8x7b-bench_Value,mixtral-8x7b-bench_Ref,mixtral-8x7b-bench_ValCorrect,mixtral-8x7b-bench_RefScore,mixtral-8x7b-bench_NACorrect,olmoe-1b7b-bench_Value,olmoe-1b7b-bench_Ref,olmoe-1b7b-bench_ValCorrect,olmoe-1b7b-bench_RefScore,olmoe-1b7b-bench_NACorrect,phi3-mini-bench_Value,phi3-mini-bench_Ref,phi3-mini-bench_ValCorrect,phi3-mini-bench_RefScore,phi3-mini-bench_NACorrect,qwen14b-bench_Value,qwen14b-bench_Ref,qwen14b-bench_ValCorrect,qwen14b-bench_RefScore,qwen14b-bench_NACorrect,qwen3-30b-a3b-bench_Value,qwen3-30b-a3b-bench_Ref,qwen3-30b-a3b-bench_ValCorrect,qwen3-30b-a3b-bench_RefScore,qwen3-30b-a3b-bench_NACorrect,qwen32b-bench_Value,qwen32b-bench_Ref,qwen32b-bench_ValCorrect,qwen32b-bench_RefScore,qwen32b-bench_NACorrect,qwen3b-bench_Value,qwen3b-bench_Ref,qwen3b-bench_ValCorrect,qwen3b-bench_RefScore,qwen3b-bench_NACorrect,qwen72b-bench_Value,qwen72b-bench_Ref,qwen72b-bench_ValCorrect,qwen72b-bench_RefScore,qwen72b-bench_NACorrect,qwen7b-bench_Value,qwen7b-bench_Ref,qwen7b-bench_ValCorrect,qwen7b-bench_RefScore,qwen7b-bench_NACorrect
q236,What was the estimated average GPU lifetime (in years) before retirement in AI data centers in 2024?,is_blank,is_blank,is_blank,years,6,"[""amazon2023""]",True,0.0,False,is_blank,"[""morrison2025"", ""cottier2024""]",True,0.0,True,3.7,"[""cottier2024""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""cottier2024"", ""amazon2023""]",True,0.0,True,6,"[""amazon2023""]",True,0.0,False,6,"[""amazon2023""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,6,"[""amazon2023""]",True,0.0,False
q237,What is the bare minimum number of NVIDIA V100 32GB GPUs required to run LLaMA-13B inference without compression or quantization?,2,['samsi2024'],Table II shows that the 13B model requires 2 NVIDIA V100 GPUs (32GB each) as the minimum hardware to run inference,V100_32GB_GPUs,2,"[""samsi2024""]",True,1.0,True,is_blank,"[""samsi2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,8,"[""samsi2024""]",False,1.0,True,8,"[""samsi2024""]",False,1.0,True,Unable to answer with confidence based on the provided documents.,"[""samsi2024""]",False,1.0,True,2,"[""samsi2024""]",True,1.0,True,8,"[""samsi2024""]",False,1.0,True,2,"[""samsi2024""]",True,1.0,True,8,"[""samsi2024""]",False,1.0,True
q238,"What are the reported GHG emissions (tCO2e) from the pre-training process for Google's Gemma family of language models, and how does this compare to the 'five cars' estimate?",1247.61,['luccioni2025c'],Quote,tCO2e,1247.61,"[""luccioni2025c""]",True,1.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True,4,"[""luccioni2025c""]",False,1.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True,1247.61,"[""luccioni2025c""]",True,1.0,True
q239,How long does it take to train ELMo on 3 NVIDIA GTX 1080 Ti GPUs?,336,['strubell2019'],"Table, Quote",hours,336,"[""strubell2019""]",True,1.0,True,336,"[""strubell2019""]",True,1.0,True,336,"[""strubell2019""]",True,1.0,True,336,"[""strubell2019""]",True,1.0,True,,[],False,0.0,True,336,"[""strubell2019"", ""dodge2022""]",True,0.5,True,is_blank,"[""is_blank""]",False,0.0,True,336,"[""strubell2019""]",True,1.0,True,336,"[""strubell2019""]",True,1.0,True,336,"[""strubell2019""]",True,1.0,True,336,"[""strubell2019""]",True,1.0,True,336,"[""strubell2019""]",True,1.0,True
q240,"What is the estimated U.S. national average water consumption for electricity generation, in L/kWh?",3.1,['li2025b'],Quote,L/kWh,3.1,"[""li2025b""]",True,1.0,True,3.1,"[""li2025b""]",True,1.0,True,3.1,"[""li2025b""]",True,1.0,True,3.1,"[""is_blank""]",True,0.0,True,,[],False,0.0,True,43.83,"[""li2025b"", ""li2025b"", ""li2025b""]",False,1.0,True,3.1,"[""li2025b""]",True,1.0,True,3.14,"[""li2025b""]",False,1.0,True,3.1,"[""li2025b""]",True,1.0,True,3.14,"[""li2025b""]",False,1.0,True,3.1,"[""li2025b""]",True,1.0,True,,[],False,0.0,True
q241,What was the reported PUE of Google's hyperscale data centers in 2021?,1.1,['wu2021b'],Quote,PUE,1.10,"[""dodge2022""]",True,0.0,True,1.10,"[""dodge2022""]",True,0.0,True,1.10,"[""dodge2022"", ""wu2021b""]",True,0.5,True,is_blank,"[""dodge2022""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,1.10,"[""dodge2022""]",True,0.0,True,1.10,"[""dodge2022"", ""wu2021b""]",True,0.5,True,1.10,"[""dodge2022""]",True,0.0,True,1.10,"[""dodge2022""]",True,0.0,True,1.10,"[""dodge2022""]",True,0.0,True,1.10,"[""patterson2021"", ""wu2021b""]",True,0.5,True
q242,"According to AWS, by moving workloads from on-premises data centers to AWS in North America, what percent reduction in carbon footprint can customers typically expect?",96,['amazon2023'],Quote,percent,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,,[],False,0.0,True,96,"[""amazon2023"", ""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True,96,"[""amazon2023""]",True,1.0,True
q243,What the net cost of fine-tuning a sparse Mixtral model using 2 million queries with NVIDIA H100 GPU?,3460,['xia2024'],Quote,USD,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,,[],False,0.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True,3460,"[""xia2024""]",True,1.0,True
q244,"In a typical datacenter, GPUs account for what percentage of the total provisioned power?","[50,70]",['chung2025'],Quote,percent,74,"[""dodge2022""]",False,0.0,True,is_blank,"[""ebert2024""]",False,0.0,True,74,"[""dodge2022""]",False,0.0,True,74,"[""dodge2022""]",False,0.0,True,,[],False,0.0,True,74,"[""ebert2024"", ""dodge2022""]",False,0.0,True,74,"[""dodge2022""]",False,0.0,True,74,"[""dodge2022""]",False,0.0,True,74,"[""dodge2022""]",False,0.0,True,is_blank,"[""ebert2024""]",False,0.0,True,74,"[""dodge2022""]",False,0.0,True,74,"[""dodge2022""]",False,0.0,True
q245,The training infrastructure for JetMoE-8B consisted of a cluster of 12 nodes. How many total H100 GPUs were used for the training?,96,['shen2024'],Quote,H100 GPUs,96,"[""shen2024""]",True,1.0,True,is_blank,"[""shen2024""]",False,1.0,True,96,"[""shen2024""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,30000,"[""shen2024""]",False,1.0,True,96,"[""shen2024""]",True,1.0,True,96,"[""shen2024""]",True,1.0,True,96,"[""shen2024""]",True,1.0,True,30000,"[""shen2024""]",False,1.0,True,96,"[""shen2024""]",True,1.0,True,1152,"[""shen2024""]",False,1.0,True
q247,"During the first 300 logging steps of OLMo 2 7B training, what is the average GPU power for a single node while actively training?",600,['morrison2025'],Quote,Watts,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True,600,"[""morrison2025""]",True,1.0,True
q248,How many pounds of CO2e are estimated for an average human life in one year (globally)?,11023,['strubell2019'],Table,lbs,11023,"[""strubell2019""]",True,1.0,True,11023,"[""strubell2019""]",True,1.0,True,"11,023","[""strubell2019""]",True,1.0,True,11023,"[""strubell2019""]",True,1.0,True,,[],False,0.0,True,131 25,"[""dodge2022"", ""jegham2025"", ""morrison2025""]",False,0.0,True,11023,"[""strubell2019""]",True,1.0,True,11023,"[""strubell2019""]",True,1.0,True,"11,023","[""strubell2019""]",True,1.0,True,11023,"[""strubell2019""]",True,1.0,True,11023,"[""strubell2019""]",True,1.0,True,11023,"[""strubell2019""]",True,1.0,True
q249,What was the approximate speedup in inference throughput for LLaMA-13B when using NVIDIA A100 GPUs compared to V100 GPUs?,1.25,['samsi2024'],Quote,multiplier,1.25,"[""samsi2024""]",True,1.0,True,is_blank,"[""samsi2024""]",False,1.0,True,1.25,"[""samsi2024""]",True,1.0,True,1.25,"[""samsi2024""]",True,1.0,True,,[],False,0.0,True,1.25 to 2,"[""samsi2024""]",False,1.0,True,1.25,"[""samsi2024""]",True,1.0,True,1.25,"[""samsi2024""]",True,1.0,True,1.25,"[""samsi2024""]",True,1.0,True,2,"[""samsi2024""]",False,1.0,True,1.25,"[""samsi2024""]",True,1.0,True,2,"[""samsi2024""]",False,1.0,True
q250,What is the energy consumption (in Wh) of a single short query to GPT-4o?,0.43,['jegham2025'],Quote,Wh,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""jegham2025""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""jegham2025""]",False,1.0,True,0.42,"[""[jegham2025]""]",False,0.0,True
q251,"In the online workload experiment with a 400 TPS SLO, by approximately what percentage was the Max-Performance instance (g6e.xlarge) more expensive than InferSave's top choice?",280,['kim2025'],Quote and Table V,percent,280,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",True,1.0,True,is_blank,"[""kim2025""]",False,1.0,True,is_blank,"[""kim2025""]",False,1.0,True,,[],False,0.0,True,280,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",True,1.0,True,280,"[""kim2025""]",True,1.0,True
q252,Which GPU architecture was most energy-efficient for models generating only a single classification token?,V100,['zschache2025'],Quote,is_blank,V100 or A30,"[""zschache2025""]",False,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True,,[],False,0.0,True,V100 or A30,"[""zschache2025"", ""luccioni2024""]",False,0.5,True,is_blank,"[""is_blank""]",False,0.0,True,A30,"[""zschache2025""]",False,1.0,True,A30 GPU,"[""zschache2025""]",False,1.0,True,1,"[""zschache2025""]",False,1.0,True,V100 or A30,"[""zschache2025""]",False,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True
q254,"True or False: Green AI involves providing the financial cost of finding, training, and running models.",1,['schwartz2019'],Quote,is_blank,1,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",True,1.0,True,,[],False,0.0,True,1,"[""schwartz2019"", ""luccioni2025b""]",True,0.5,True,1,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",False,1.0,True,1,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",True,1.0,True,is_blank,"[""schwartz2019"", ""luccioni2025b""]",False,0.5,True
q255,"As stated in a 2025 paper, what was the total amount of electronic waste generated worldwide in the year 2022?",62,['luccioni2025a'],Quote,metric tons,62000000,"[""luccioni2025a""]",False,1.0,True,is_blank,"[""luccioni2025a""]",False,1.0,True,62,"[""luccioni2025a""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,62000000,"[""luccioni2025a"", ""fernandez2025""]",False,0.5,True,62000000,"[""luccioni2025a""]",False,1.0,True,62 million tonnes,"[""luccioni2025a""]",False,1.0,True,62,"[""luccioni2025a""]",True,1.0,True,62000000,"[""luccioni2025a""]",False,1.0,True,62000000,"[""luccioni2025a""]",False,1.0,True,,[],False,0.0,True
q256,(Multi-step Question) What is the difference in average system power per processor between the TPU v2 and the V100 GPU?,104,['patterson2021'],Table,Watts,104,"[""patterson2021""]",True,1.0,True,is_blank,"[""patterson2021""]",False,1.0,True,104,"[""patterson2021""]",True,1.0,True,is_blank,"[""patterson2021""]",False,1.0,True,,[],False,0.0,True,is_blank,"[""patterson2021""]",False,1.0,True,104,"[""patterson2021""]",True,1.0,True,104,"[""patterson2021""]",True,1.0,True,104,"[""patterson2021""]",True,1.0,True,208,"[""patterson2021""]",False,1.0,True,114,"[""patterson2021""]",False,1.0,True,81,"[""patterson2021""]",False,1.0,True
q257,How much clean freshwater can training the GPT-3 language model in Microsoft's U.S. data centers directly evaporate?,700000,['li2025b'],Quote,liters,700000,"[""li2025b""]",True,1.0,True,700000,"[""li2025b""]",True,1.0,True,"700,000 liters","[""li2025b""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,700000,"[""li2025b""]",True,1.0,True,700000,"[""li2025b""]",True,1.0,True,700000,"[""li2025b""]",True,1.0,True,700000,"[""li2025b""]",True,1.0,True,700000,"[""li2025b""]",True,1.0,True,700000,"[""li2025b""]",True,1.0,True,700000,"[""li2025b""]",True,1.0,True
q258,How much did Facebook's recommendation and ranking model sizes increase between 2019 and 2021?,20,['wu2021a'],"Figure, Quote",multiplier,20,"[""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True,is_blank,"[""wu2021a""]",False,1.0,True,,[],False,0.0,True,20,"[""wu2021a"", ""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True,20,"[""wu2021a""]",True,1.0,True
q259,Which model ranked highest in a recent eco-efficiency analysis using DEA?,Claude-3.7 Sonnet,['jegham2025'],"Figure, Quote",is_blank,o3-mini,"[""jegham2025""]",False,1.0,True,is_blank,"[""jegham2025""]",False,1.0,True,o3-mini,"[""jegham2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,o3-mini,"[""jegham2025""]",False,1.0,True,o3-mini,"[""jegham2025""]",False,1.0,True,o3-mini,"[""jegham2025""]",False,1.0,True,is_blank,"[""jegham2025""]",False,1.0,True,o3-mini,"[""jegham2025""]",False,1.0,True,0.884,"[""jegham2025""]",False,1.0,True
q260,"True or False: Smartphones currently average lifetimes of less than 3 years, contributing to e-waste concerns.",1,['wu2021b'],Quote,is_blank,1,"[""wu2021b""]",True,1.0,True,0,"[""luccioni2024""]",False,0.0,True,1,"[""wu2021b""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,1,"[""wu2021b, luccioni2024, han2024""]",True,0.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,15,"[""luccioni2024""]",False,0.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""luccioni2024"", ""wu2021b""]",True,0.5,True
q261,True or False: Intra-zone scaling with T4 GPUs achieved nearly linear per-GPU speedup for CV models.,1,['erben2023'],Figure,is_blank,0,"[""erben2023""]",False,1.0,True,3.2,"[""erben2023""]",False,1.0,True,is_blank,"[""erben2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,0,"[""q261""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,1,"[""erben2023""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,1,"[""erben2023""]",True,1.0,True,0,"[""erben2023""]",False,1.0,True,1,"[""erben2023""]",True,1.0,True
q264,"What is the context window size, in tokens, for the FLM-101B model?",2048,['li2025a'],Quote,tokens,2048,"[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True,,[],False,0.0,True,2048,"[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True,"2,048","[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True,2048,"[""li2025a""]",True,1.0,True
q265,True or False: LLMs generally have lower power draw during inference than diffusion models because LLM decoding is less compute-intensive and bottlenecked by VRAM bandwidth.,1,['chung2025'],Quote,is_blank,1,"[""chung2025""]",True,1.0,True,1,"[""chung2025""]",True,1.0,True,1,"[""chung2025""]",True,1.0,True,1,"[""chung2025""]",True,1.0,True,,[],False,0.0,True,1,"[""chung2025""]",True,1.0,True,1,"[""chung2025""]",True,1.0,True,1,"[""chung2025""]",True,1.0,True,1,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",False,1.0,True,1,"[""chung2025""]",True,1.0,True,1,"[""chung2025""]",True,1.0,True
q266,"In 2023, what percentage of Amazon's People Managers globally identified as women?",31.6,['amazon2023'],Figure,percent,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""amazon2023""]",False,1.0,True,26.1,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,is_blank,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,26.1,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True
q267,"When excluding equity, what was the percentage range of total amortized cost attributed to computing hardware for the four key models analyzed by Cottier et al. (2025)?","[61,76]",['cottier2024'],Quote,percent,61–76,"[""cottier2024""]",True,1.0,True,61-76,"[""cottier2024""]",True,1.0,True,61-76%,"[""cottier2024""]",False,1.0,True,61-76%,"[""cottier2024""]",False,1.0,True,,[],False,0.0,True,"61-76,19-33","[""cottier2024""]",False,1.0,True,61–76,"[""cottier2024""]",True,1.0,True,61–76%,"[""cottier2024""]",False,1.0,True,61–76,"[""cottier2024""]",True,1.0,True,is_blank,"[""cottier2024""]",False,1.0,True,61-76,"[""cottier2024""]",True,1.0,True,61-76,"[""cottier2024""]",True,1.0,True
q268,"True or False: In the financial sentiment case study, accuracy and F1 scores always improved after optimization.",0,['khan2025'],Quote,is_blank,0,"[""khan2025""]",True,1.0,True,1,"[""khan2025""]",False,1.0,True,0,"[""khan2025""]",True,1.0,True,0,"[""khan2025""]",True,1.0,True,,[],False,0.0,True,1,"[""khan2025""]",False,1.0,True,0,"[""khan2025""]",True,1.0,True,0,"[""khan2025""]",True,1.0,True,0,"[""khan2025""]",True,1.0,True,0,"[""khan2025""]",True,1.0,True,0,"[""khan2025""]",True,1.0,True,0,"[""khan2025""]",True,1.0,True
q269,"What is the average CO2 produced, in pounds per kilowatt-hour (lbs/kWh), for power consumed in the U.S., as provided by the U.S. Environmental Protection Agency (EPA)?",0.954,['strubell2019'],Quote,lbs/kWh,0.932,"[""patterson2021""]",False,0.0,True,is_blank,"[""strubell2019""]",False,1.0,True,is_blank,"[""strubell2019""]",False,1.0,True,0.954,"[""strubell2019""]",True,1.0,True,,[],False,0.0,True,1438,"[""strubell2019"", ""patterson2021""]",False,0.5,True,1438,"[""patterson2021""]",False,0.0,True,0.423,"[""patterson2021"", ""strubell2019""]",False,0.5,True,0.932,"[""patterson2021""]",False,0.0,True,0.954,"[""strubell2019""]",True,1.0,True,0.932,"[""patterson2021""]",False,0.0,True,,[],False,0.0,True
q270,"According to one study, what is the projected range of electricity consumption by the global AI in 2027?","[85,134]",['li2025b'],Quote,TWh,85 – 134,"[""li2025b""]",True,1.0,True,85-134,"[""li2025b""]",True,1.0,True,85 – 134 TWh,"[""li2025b""]",False,1.0,True,is_blank,"[""li2025b""]",False,1.0,True,,[],False,0.0,True,85 – 134,"[""li2025b""]",True,1.0,True,85 – 134,"[""li2025b""]",True,1.0,True,85 – 134,"[""li2025b""]",True,1.0,True,85 – 134,"[""li2025b""]",True,1.0,True,85 - 134,"[""li2025b""]",True,1.0,True,85 – 134,"[""li2025b""]",True,1.0,True,85-134,"[""li2025b""]",True,1.0,True
q271,"How many packages, in millions, did Amazon deliver via EVs in Europe in 2023?",150000000,['amazon2023'],Quote,packages,150,"[""amazon2023""]",False,1.0,True,150,"[""amazon2023""]",False,1.0,True,150,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,150,"[""amazon2023"", ""amazon2023""]",False,1.0,True,150,"[""amazon2023""]",False,1.0,True,150,"[""amazon2023"", ""amazon2023"", ""amazon2023""]",False,1.0,True,150,"[""amazon2023""]",False,1.0,True,150,"[""amazon2023""]",False,1.0,True,150,"[""amazon2023""]",False,1.0,True,150,"[""[ref_id=amazon2023]""]",False,0.0,True
q273,What was the total number of tokens (input + output) processed during the entire online inference workload evaluation?,1920000,['kim2025'],"The workload consisted of 3000 requests, each with 128 input and 512 output tokens. Calculation: 3000 * (128 + 512) = 1,920,000 total tokens.",tokens,1920000,"[""kim2025""]",True,1.0,True,1920000,"[""kim2025""]",True,1.0,True,1200000,"[""kim2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,"128, 512, 1024, 128","[""kim2025, fernandez2025""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,1920000,"[""kim2025""]",True,1.0,True,1872000,"[""kim2025""]",False,1.0,True,1640,"[""kim2025""]",False,1.0,True,1920000,"[""kim2025""]",True,1.0,True,1456000,"[""kim2025""]",False,1.0,True
q274,"True or False: The AI Act mandates providers to disclose the greenhouse gas emissions of AI applications, such as oil and gas exploration.",0,['ebert2024'],Quote,is_blank,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True,,[],False,0.0,True,0,"[""ebert2024"", ""luccioni2025a""]",True,0.5,True,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",True,1.0,True
q275,"According to the 'Flexible Start' optimization analysis in the 2022 Dodge et al. paper, what is the maximum potential percentage reduction in CO2 emissions for a short job (DenseNet 201) in the West US region?",80,['dodge2022'],Figure 3a and Caption,percent,80,"[""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True,is_blank,"[""dodge2022""]",False,1.0,True,,[],False,0.0,True,80,"[""dodge2022"", ""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True,80,"[""dodge2022""]",True,1.0,True
q276,"Based on findings from a 2024 study, by what factor does the energy required for the most intensive task (image generation) exceed that of the least intensive task (text classification)?",1450,['luccioni2024'],Quote,times,1453.5,"[""luccioni2024""]",False,1.0,True,is_blank,"[""luccioni2024""]",False,1.0,True,1450,"[""luccioni2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,60,"[""luccioni2024""]",False,1.0,True,1450,"[""luccioni2024""]",True,1.0,True,1453.5,"[""luccioni2024""]",False,1.0,True,1450,"[""luccioni2024""]",True,1.0,True,1453.5,"[""luccioni2024""]",False,1.0,True,10,"[""luccioni2024""]",False,1.0,True
q277,"True or False: In Yelp sentiment analysis benchmarks, traditional models achieved accuracy comparable to large language models.",0,['zschache2025'],0.67/0.43,is_blank,0,"[""zschache2025""]",True,1.0,True,0,"[""zschache2025""]",True,1.0,True,0,"[""zschache2025""]",True,1.0,True,1,"[""zschache2025""]",False,1.0,True,,[],False,0.0,True,1,"[""zschache2025""]",False,1.0,True,0,"[""zschache2025""]",True,1.0,True,0,"[""zschache2025""]",True,1.0,True,0,"[""zschache2025""]",True,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True,0,"[""zschache2025""]",True,1.0,True,,[],False,0.0,True
q279,"As of January 2024, how many Amazon Renewable Energy Projects were announced in the United States?",244,['amazon2023'],Table,projects,244,"[""amazon2023""]",True,1.0,True,is_blank,"[""amazon2023""]",False,1.0,True,244,"[""amazon2023""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,24,"[""amazon2023"", ""amazon2023""]",False,1.0,True,244,"[""amazon2023""]",True,1.0,True,244,"[""amazon2023""]",True,1.0,True,244,"[""amazon2023""]",True,1.0,True,244,"[""United States 244 17,706""]",True,0.0,True,244,"[""amazon2023""]",True,1.0,True,244,"[""amazon2023""]",True,1.0,True
q281,What percent of power usage did Amazon's AWS cover with renewable energy in 2018?,50,['schwartz2019'],Quote,percent,17,"[""strubell2019""]",False,0.0,True,1,"[""amazon2023""]",False,0.0,True,is_blank,"[""amazon2023""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""amazon2023""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,70,"[""amazon2023""]",False,0.0,True,17,"[""strubell2019""]",False,0.0,True,is_blank,"[""amazon2023""]",False,0.0,True
